match_id,season,team1,team2,venue,pitch_type,toss_winner,toss_decision,winner
1386,2021,Chennai Super Kings,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",bowling-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
1387,2022,Royal Challengers Bengaluru,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",spin-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1388,2023,Sunrisers Hyderabad,Mumbai Indians,"Arun Jaitley Stadium, Delhi",spin-friendly,Mumbai Indians,field,Mumbai Indians
1389,2024,Lucknow Super Giants,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,field,Gujarat Titans
1390,2025,Chennai Super Kings,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,bat,Chennai Super Kings
1391,2016,Delhi Capitals,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",spin-friendly,Rajasthan Royals,bat,Rajasthan Royals
1392,2017,Lucknow Super Giants,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1393,2018,Punjab Kings,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,bat,Punjab Kings
1394,2019,Sunrisers Hyderabad,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1395,2020,Chennai Super Kings,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Royal Challengers Bengaluru
1396,2021,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,bat,Mumbai Indians
1397,2022,Punjab Kings,Rajasthan Royals,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Rajasthan Royals
1398,2023,Chennai Super Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
1399,2024,Mumbai Indians,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",batting,Mumbai Indians,field,Mumbai Indians
1400,2025,Mumbai Indians,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Kolkata Knight Riders,field,Mumbai Indians
1401,2016,Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,field,Sunrisers Hyderabad
1402,2017,Sunrisers Hyderabad,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1403,2018,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
1404,2019,Mumbai Indians,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Lucknow Super Giants,bat,Mumbai Indians
1405,2020,Lucknow Super Giants,Gujarat Titans,"Eden Gardens, Kolkata",balanced,Lucknow Super Giants,field,Gujarat Titans
1406,2021,Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Gujarat Titans
1407,2022,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,field,Chennai Super Kings
1408,2023,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,field,Gujarat Titans
1409,2024,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Delhi Capitals,bat,Sunrisers Hyderabad
1410,2025,Punjab Kings,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
1411,2016,Lucknow Super Giants,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,bat,Kolkata Knight Riders
1412,2017,Lucknow Super Giants,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Lucknow Super Giants
1413,2018,Rajasthan Royals,Punjab Kings,"Arun Jaitley Stadium, Delhi",batting,Punjab Kings,bat,Rajasthan Royals
1414,2019,Mumbai Indians,Delhi Capitals,"PCA Stadium, Mullanpur",spin-friendly,Delhi Capitals,bat,Mumbai Indians
1415,2020,Mumbai Indians,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Mumbai Indians,field,Punjab Kings
1416,2021,Kolkata Knight Riders,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,bat,Kolkata Knight Riders
1417,2022,Lucknow Super Giants,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
1418,2023,Lucknow Super Giants,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,bat,Lucknow Super Giants
1419,2024,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,field,Chennai Super Kings
1420,2025,Gujarat Titans,Lucknow Super Giants,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,field,Lucknow Super Giants
1421,2016,Gujarat Titans,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,field,Royal Challengers Bengaluru
1422,2017,Gujarat Titans,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,bat,Gujarat Titans
1423,2018,Lucknow Super Giants,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Rajasthan Royals
1424,2019,Punjab Kings,Gujarat Titans,"Arun Jaitley Stadium, Delhi",pace-friendly,Gujarat Titans,field,Gujarat Titans
1425,2020,Delhi Capitals,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",spin-friendly,Delhi Capitals,field,Royal Challengers Bengaluru
1426,2021,Royal Challengers Bengaluru,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",balanced,Kolkata Knight Riders,bat,Royal Challengers Bengaluru
1427,2022,Punjab Kings,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Gujarat Titans,bat,Gujarat Titans
1428,2023,Sunrisers Hyderabad,Delhi Capitals,"Eden Gardens, Kolkata",spin-friendly,Delhi Capitals,field,Delhi Capitals
1429,2024,Royal Challengers Bengaluru,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",balanced,Royal Challengers Bengaluru,field,Kolkata Knight Riders
1430,2025,Kolkata Knight Riders,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,bat,Kolkata Knight Riders
1431,2016,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Rajasthan Royals,field,Mumbai Indians
1432,2017,Chennai Super Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,bat,Chennai Super Kings
1433,2018,Punjab Kings,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Punjab Kings,field,Gujarat Titans
1434,2019,Delhi Capitals,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,bat,Delhi Capitals
1435,2020,Rajasthan Royals,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Delhi Capitals,bat,Rajasthan Royals
1436,2021,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Gujarat Titans
1437,2022,Rajasthan Royals,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Mumbai Indians
1438,2023,Rajasthan Royals,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Rajasthan Royals
1439,2024,Mumbai Indians,Punjab Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,field,Punjab Kings
1440,2025,Royal Challengers Bengaluru,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Royal Challengers Bengaluru,field,Rajasthan Royals
1441,2016,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",batting,Chennai Super Kings,field,Chennai Super Kings
1442,2017,Lucknow Super Giants,Gujarat Titans,"MA Chidambaram Stadium, Chennai",bowling-friendly,Lucknow Super Giants,field,Gujarat Titans
1443,2018,Sunrisers Hyderabad,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Sunrisers Hyderabad
1444,2019,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1445,2020,Punjab Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,field,Gujarat Titans
1446,2021,Royal Challengers Bengaluru,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,field,Mumbai Indians
1447,2022,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",spin-friendly,Delhi Capitals,field,Kolkata Knight Riders
1448,2023,Royal Challengers Bengaluru,Lucknow Super Giants,"Ekana Stadium, Lucknow",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
1449,2024,Punjab Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,field,Delhi Capitals
1450,2025,Punjab Kings,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,bat,Lucknow Super Giants
1451,2016,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Royal Challengers Bengaluru,field,Sunrisers Hyderabad
1452,2017,Rajasthan Royals,Chennai Super Kings,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Chennai Super Kings
1453,2018,Kolkata Knight Riders,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",batting,Kolkata Knight Riders,bat,Kolkata Knight Riders
1454,2019,Royal Challengers Bengaluru,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Punjab Kings,field,Punjab Kings
1455,2020,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
1456,2021,Royal Challengers Bengaluru,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Chennai Super Kings,field,Chennai Super Kings
1457,2022,Royal Challengers Bengaluru,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Chennai Super Kings,bat,Chennai Super Kings
1458,2023,Kolkata Knight Riders,Gujarat Titans,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,bat,Gujarat Titans
1459,2024,Rajasthan Royals,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Royal Challengers Bengaluru
1460,2025,Punjab Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1461,2016,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Mumbai Indians,field,Gujarat Titans
1462,2017,Rajasthan Royals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,bat,Royal Challengers Bengaluru
1463,2018,Lucknow Super Giants,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,bat,Rajasthan Royals
1464,2019,Sunrisers Hyderabad,Chennai Super Kings,"PCA Stadium, Mullanpur",batting,Sunrisers Hyderabad,bat,Chennai Super Kings
1465,2020,Gujarat Titans,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,bat,Gujarat Titans
1466,2021,Delhi Capitals,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Delhi Capitals,field,Delhi Capitals
1467,2022,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1468,2023,Mumbai Indians,Punjab Kings,"Eden Gardens, Kolkata",balanced,Mumbai Indians,field,Mumbai Indians
1469,2024,Mumbai Indians,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,field,Mumbai Indians
1470,2025,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",batting,Kolkata Knight Riders,bat,Kolkata Knight Riders
1471,2016,Mumbai Indians,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Chennai Super Kings,field,Mumbai Indians
1472,2017,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,field,Delhi Capitals
1473,2018,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",spin-friendly,Rajasthan Royals,bat,Sunrisers Hyderabad
1474,2019,Lucknow Super Giants,Delhi Capitals,"PCA Stadium, Mullanpur",balanced,Delhi Capitals,field,Delhi Capitals
1475,2020,Mumbai Indians,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,bat,Mumbai Indians
1476,2021,Punjab Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Punjab Kings
1477,2022,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,bat,Chennai Super Kings
1478,2023,Gujarat Titans,Delhi Capitals,"MA Chidambaram Stadium, Chennai",bowling-friendly,Gujarat Titans,field,Delhi Capitals
1479,2024,Rajasthan Royals,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Rajasthan Royals
1480,2025,Royal Challengers Bengaluru,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1481,2016,Gujarat Titans,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
1482,2017,Chennai Super Kings,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,field,Lucknow Super Giants
1483,2018,Sunrisers Hyderabad,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,field,Kolkata Knight Riders
1484,2019,Sunrisers Hyderabad,Chennai Super Kings,"PCA Stadium, Mullanpur",spin-friendly,Sunrisers Hyderabad,field,Chennai Super Kings
1485,2020,Lucknow Super Giants,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Lucknow Super Giants
1486,2021,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1487,2022,Mumbai Indians,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,field,Mumbai Indians
1488,2023,Delhi Capitals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",bowling-friendly,Delhi Capitals,bat,Sunrisers Hyderabad
1489,2024,Royal Challengers Bengaluru,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1490,2025,Mumbai Indians,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Mumbai Indians,field,Chennai Super Kings
1491,2016,Punjab Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,field,Kolkata Knight Riders
1492,2017,Delhi Capitals,Chennai Super Kings,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,bat,Delhi Capitals
1493,2018,Punjab Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,bat,Delhi Capitals
1494,2019,Rajasthan Royals,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,bat,Chennai Super Kings
1495,2020,Chennai Super Kings,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Chennai Super Kings,bat,Chennai Super Kings
1496,2021,Gujarat Titans,Rajasthan Royals,"Ekana Stadium, Lucknow",spin-friendly,Rajasthan Royals,bat,Gujarat Titans
1497,2022,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Delhi Capitals,field,Kolkata Knight Riders
1498,2023,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",spin-friendly,Mumbai Indians,bat,Mumbai Indians
1499,2024,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",bowling-friendly,Kolkata Knight Riders,bat,Rajasthan Royals
1500,2025,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",batting,Mumbai Indians,field,Chennai Super Kings
1501,2016,Chennai Super Kings,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,bat,Chennai Super Kings
1502,2017,Mumbai Indians,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
1503,2018,Sunrisers Hyderabad,Gujarat Titans,"Ekana Stadium, Lucknow",batting,Gujarat Titans,field,Gujarat Titans
1504,2019,Gujarat Titans,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Gujarat Titans
1505,2020,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,field,Rajasthan Royals
1506,2021,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",spin-friendly,Gujarat Titans,bat,Kolkata Knight Riders
1507,2022,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Mumbai Indians
1508,2023,Lucknow Super Giants,Punjab Kings,"Eden Gardens, Kolkata",batting,Lucknow Super Giants,bat,Punjab Kings
1509,2024,Lucknow Super Giants,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
1510,2025,Rajasthan Royals,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
1511,2016,Delhi Capitals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",pace-friendly,Delhi Capitals,field,Delhi Capitals
1512,2017,Mumbai Indians,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Lucknow Super Giants,bat,Mumbai Indians
1513,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,"Ekana Stadium, Lucknow",spin-friendly,Kolkata Knight Riders,field,Royal Challengers Bengaluru
1514,2019,Kolkata Knight Riders,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1515,2020,Gujarat Titans,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1516,2021,Chennai Super Kings,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,bat,Chennai Super Kings
1517,2022,Chennai Super Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
1518,2023,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Kolkata Knight Riders
1519,2024,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,field,Chennai Super Kings
1520,2025,Chennai Super Kings,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
1521,2016,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,field,Mumbai Indians
1522,2017,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,field,Delhi Capitals
1523,2018,Lucknow Super Giants,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",batting,Lucknow Super Giants,field,Sunrisers Hyderabad
1524,2019,Mumbai Indians,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Gujarat Titans
1525,2020,Chennai Super Kings,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,bat,Chennai Super Kings
1526,2021,Rajasthan Royals,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Rajasthan Royals
1527,2022,Lucknow Super Giants,Mumbai Indians,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Lucknow Super Giants,field,Mumbai Indians
1528,2023,Chennai Super Kings,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Chennai Super Kings
1529,2024,Punjab Kings,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Punjab Kings,bat,Punjab Kings
1530,2025,Kolkata Knight Riders,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,field,Kolkata Knight Riders
1531,2016,Rajasthan Royals,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
1532,2017,Sunrisers Hyderabad,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1533,2018,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,field,Sunrisers Hyderabad
1534,2019,Rajasthan Royals,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,bat,Delhi Capitals
1535,2020,Lucknow Super Giants,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,field,Royal Challengers Bengaluru
1536,2021,Rajasthan Royals,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Rajasthan Royals
1537,2022,Royal Challengers Bengaluru,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1538,2023,Mumbai Indians,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
